-100.0	0.0
-90.00000000000001	0.0
-80.00000000000001	0.0
-70.00000000000001	0.0
-60.00000000000002	0.0
-50.000000000000014	0.0
-40.000000000000014	0.0
-30.000000000000014	0.0
-20.00000000000001	0.0
-10.00000000000001	0.0
-1.0408340855860843e-14	0.0
9.99999999999999	0.0
19.99999999999999	0.0
29.999999999999993	0.0
39.99999999999999	0.0
49.99999999999999	0.0
60.0	0.0
69.99999999999999	0.0
79.99999999999999	0.0
89.99999999999999	5.0
99.99999999999997	9.0
109.99999999999997	12.0
119.99999999999997	14.0
129.99999999999997	16.0
139.99999999999997	19.0
150.0	21.0
160.0	23.0
170.0	25.0
180.00000000000003	27.0
190.00000000000003	29.0
200.00000000000003	31.0
210.00000000000006	33.0
220.00000000000006	35.0
230.00000000000006	37.0
240.00000000000009	39.0
250.00000000000006	41.0
260.00000000000006	43.0
270.00000000000006	45.0
280.00000000000006	47.0
290.0000000000001	49.0
300.0000000000001	51.0
